amount,sender_balance,receiver_balance,transaction_hour,day_of_week,last_24h_tx_count,device_change_flag,country_change_flag,is_fraud
138.2,979.96,1826.06,9,6,1,1,0,0
40.35,550.22,2850.85,13,6,4,1,0,0
18.23,666.16,2996.25,4,3,2,0,0,0
25.29,303.9,1115.58,0,3,2,1,1,1
29.64,629.03,896.41,4,4,3,1,1,1
45.89,1194.73,2575.07,15,5,0,1,1,1
36.25,925.54,2995.83,4,2,2,1,0,0
125.91,825.88,1888.92,4,3,1,1,0,0
34.35,1529.79,2385.42,17,2,1,0,1,0
242.41,2030.49,2345.24,5,0,0,1,1,1
95.33,1611.34,1066.02,20,5,0,1,0,0
11.69,682.37,1722.81,17,1,5,1,1,0
133.39,1624.83,2499.17,9,2,2,1,1,1
6.19,318.63,2064.34,14,6,3,1,0,0
85.04,354.37,63.49,23,5,3,0,1,0
23.95,721.75,1010.12,21,0,4,0,0,0
105.18,1722.51,433.43,10,5,3,1,1,0
101.27,601.5,698.92,18,1,3,0,1,0
81.98,217.85,2716.47,12,3,1,1,1,0
78.04,350.14,110.68,19,3,3,0,1,1
18.17,1737.07,659.4,2,6,1,0,0,0
4.22,1275.45,928.71,15,3,0,1,0,0
25.79,539.66,1850.65,6,4,1,1,1,1
9.53,1124.57,1602.31,11,4,1,1,1,1
59.36,1119.24,654.81,14,4,1,1,1,1
21.24,1335.56,492.72,7,6,2,0,0,0
185.68,659.72,710.39,22,4,2,1,1,0
51.22,1781.38,1507.59,16,0,3,0,0,0
86.43,712.07,813.53,0,6,1,1,0,0
7.11,1398.43,2842.81,20,5,1,1,1,0
99.03,141.12,1391.6,7,0,2,0,0,0
128.04,879.63,176.39,13,3,1,1,0,1
33.38,743.28,2187.8,9,1,3,1,0,0
46.6,1138.13,986.54,18,4,3,0,0,0
72.37,227.12,1960.47,7,5,2,0,0,0
9.61,1591.97,838.78,18,1,4,1,0,1
34.91,478.29,1712.23,3,6,1,0,0,0
25.43,1382.74,2316.46,9,6,1,1,0,0
7.91,1616.3,2784.03,22,0,1,0,0,1
22.91,1151.05,783.38,2,4,5,1,0,0
3.53,1487.89,1004.57,3,6,0,0,0,0
1.31,1328.41,1392.8,15,0,5,0,1,0
7.26,724.76,2781.52,23,0,2,0,0,0
165.0,1784.63,2704.16,3,2,4,1,1,0
39.87,636.33,269.63,19,5,4,1,1,1
168.81,1315.52,395.79,19,0,3,1,1,0
28.33,1521.67,1486.53,12,3,1,0,1,0
18.68,782.8,319.86,20,6,2,0,0,0
35.28,647.79,1036.74,16,0,1,0,0,0
28.95,953.05,445.16,22,4,2,0,0,0
5.58,1643.33,1908.12,15,6,0,1,1,0
51.2,1911.74,2848.49,16,6,2,0,0,0
12.17,1106.89,2990.2,5,3,2,0,1,1
48.33,1374.65,1125.72,2,0,1,1,1,0
52.52,1860.03,1797.04,19,3,0,1,1,1
8.25,214.36,2568.8,23,0,1,0,1,1
3.17,475.01,352.39,3,5,0,0,0,0
75.88,1496.59,2068.69,7,3,2,0,1,0
30.79,1680.04,1226.53,19,1,3,1,0,0
3.0,1718.49,618.44,8,2,2,0,0,0
263.6,1099.66,1208.26,21,3,0,0,1,0
2.98,190.77,227.88,0,4,1,0,0,0
59.38,940.57,2086.22,12,2,2,1,1,1
205.76,674.92,758.23,1,2,4,0,1,1
13.67,603.15,934.22,22,0,4,1,0,0
7.67,1554.48,363.24,9,3,1,1,0,0
6.47,166.77,2593.98,22,5,1,1,0,1
18.07,1674.96,1480.33,18,6,1,1,0,0
5.33,866.39,1716.44,16,2,1,1,0,0
58.91,1255.08,1708.3,23,4,4,0,1,1
3.22,191.63,1231.48,12,5,3,0,0,0
35.61,716.95,577.59,13,5,1,1,0,0
285.64,474.14,2235.4,10,4,2,1,1,1
84.09,2007.56,381.17,9,6,4,0,1,0
47.75,1664.2,311.62,6,4,1,1,1,1
18.28,942.95,2130.44,9,0,2,0,0,0
48.89,503.86,626.51,23,1,3,0,1,1
37.44,1905.02,920.32,0,6,0,1,1,1
27.76,723.51,1425.68,13,3,3,0,1,1
7.0,337.36,1348.05,2,2,1,0,0,0
108.84,1239.54,2125.74,12,3,2,0,0,0
29.87,1917.98,1870.3,1,5,1,1,1,1
10.82,28.44,1933.19,16,2,2,0,0,0
22.92,506.79,2142.16,20,6,1,0,0,0
26.73,1904.24,877.84,2,0,1,0,0,0
87.88,438.34,967.0,14,3,1,1,1,0
66.14,301.49,1313.99,7,0,1,1,1,1
73.33,1218.0,922.39,5,0,1,1,1,1
0.55,1725.62,2954.81,8,6,2,1,1,1
26.91,986.36,2442.16,10,3,1,0,1,0
32.83,2022.01,493.96,21,3,2,0,0,0
0.97,1362.52,16.78,1,6,0,0,0,0
15.04,172.45,128.35,8,6,3,0,1,1
71.42,2057.16,732.19,17,2,4,1,0,0
7.37,829.08,342.87,18,5,2,1,1,0
38.32,620.25,1600.01,21,5,1,1,0,1
12.12,1132.3,2573.99,17,6,2,0,0,0
0.61,616.18,2210.25,4,4,5,1,1,0
13.8,195.85,646.83,17,0,3,1,1,0
186.22,199.06,1197.9,11,5,2,0,0,0
80.86,985.53,1523.68,3,1,0,0,0,0
160.42,1835.78,2430.62,14,6,2,0,1,0
33.46,1182.37,2517.36,10,6,1,1,0,0
5.81,2004.23,2729.15,18,2,1,0,1,0
39.7,620.52,1527.74,4,6,3,1,1,0
30.29,598.4,2082.82,5,2,1,1,1,1
93.01,420.91,335.4,12,4,4,0,0,0
5.16,341.65,1695.87,22,4,3,1,1,0
33.5,611.02,746.08,9,6,4,1,1,0
8.13,1595.88,1295.15,23,0,3,0,1,0
19.63,1832.09,1902.15,13,2,0,1,1,1
66.85,2017.27,770.96,3,2,2,1,0,0
32.31,504.57,156.56,19,1,5,1,1,1
23.57,1787.35,30.7,22,0,2,0,1,1
25.08,688.31,66.48,11,0,3,1,0,0
30.76,265.31,25.05,14,5,1,0,1,0
76.86,1818.21,331.07,9,4,1,0,1,1
111.32,1387.17,718.47,10,5,0,1,1,0
155.43,493.24,663.66,8,0,2,0,1,0
77.3,942.66,2960.39,10,6,2,1,0,0
18.95,600.59,918.02,1,1,2,0,0,0
58.26,1534.48,382.26,12,6,2,0,0,0
28.78,941.08,1636.69,21,6,4,1,0,0
14.7,1993.37,2573.87,7,0,2,0,0,0
91.9,210.84,2034.18,20,5,2,1,0,1
1.96,718.44,888.25,20,3,2,1,1,0
116.02,1085.0,1684.85,7,6,1,1,0,0
30.95,1042.19,2144.57,0,6,1,1,1,0
50.7,689.41,2184.31,5,3,3,1,1,1
53.85,1515.04,1999.62,12,1,1,0,0,0
112.75,1863.5,2612.43,8,4,1,1,1,0
50.62,1928.67,2610.32,5,2,0,1,1,1
47.59,1659.73,1736.81,14,0,1,1,1,1
3.45,1706.1,1289.57,22,5,4,1,0,0
36.53,1142.12,1924.71,15,4,3,0,1,0
8.14,1661.66,2454.64,3,5,2,0,0,0
66.86,680.83,16.96,16,4,2,0,0,0
35.89,838.86,2975.99,8,0,0,0,1,1
57.01,697.67,548.68,11,2,1,1,0,1
2.13,942.23,1410.75,21,0,0,1,1,0
4.43,582.73,2616.09,18,2,2,1,0,0
63.0,1986.61,675.12,19,5,4,1,0,1
3.74,636.3,1430.39,11,1,6,1,0,0
3.7,208.81,397.75,21,2,3,1,0,1
0.61,1058.98,1185.23,5,4,1,1,1,1
156.75,280.38,531.41,11,1,3,1,0,0
66.88,296.86,1090.88,8,5,3,1,1,1
21.79,468.37,1120.39,19,3,2,1,1,1
17.59,951.65,2979.51,4,1,2,0,1,1
21.52,893.69,2984.44,20,2,0,0,1,0
74.51,1675.9,344.36,2,1,2,1,0,1
54.14,1535.69,2177.91,1,5,2,1,0,1
10.24,868.61,155.24,7,1,2,0,1,0
9.56,683.63,90.58,9,5,2,1,1,0
5.18,644.95,316.0,14,3,0,1,1,1
53.99,1604.24,2896.46,8,2,4,1,0,0
72.28,185.9,2822.59,9,6,1,1,0,1
15.4,50.92,581.78,10,4,3,1,1,1
1.06,1594.19,485.02,8,1,1,0,0,0
4.29,963.81,721.61,13,6,2,1,0,0
171.88,442.33,1546.64,4,0,3,0,0,0
17.51,496.29,1709.11,8,4,0,1,0,0
73.32,1939.0,664.78,3,1,4,1,1,1
49.0,1769.41,2269.87,1,4,5,1,0,0
24.06,1446.53,928.66,18,6,3,0,1,0
11.51,981.14,2766.39,0,0,2,0,1,1
6.47,1051.91,1970.17,20,4,3,1,0,0
47.73,1998.47,1309.05,0,6,1,0,1,1
74.5,2006.38,2369.74,11,4,4,0,0,0
51.63,490.02,2453.74,10,0,1,0,0,0
37.78,1661.88,871.44,0,0,1,1,1,0
2.14,404.65,1019.14,13,0,3,0,1,0
172.87,607.81,2807.87,10,3,2,0,0,0
80.15,1435.58,494.22,6,5,3,0,1,0
17.32,833.27,126.45,1,5,3,1,1,1
195.53,2059.3,1362.17,14,6,5,0,0,0
46.05,233.18,2403.63,7,0,4,0,0,1
43.66,1071.6,2315.0,21,6,2,1,1,0
68.93,1906.79,2758.59,19,5,2,1,1,0
83.5,1892.69,1599.6,14,4,0,1,0,0
53.43,374.92,300.19,7,0,3,0,0,0
6.85,746.46,1766.07,9,1,0,1,0,1
20.64,1262.69,2335.19,18,0,3,1,0,0
131.61,458.81,279.98,2,0,1,0,1,0
12.72,1949.08,517.97,19,5,3,1,0,0
23.27,1853.62,36.87,13,6,2,0,0,1
28.29,370.52,1780.96,8,2,1,1,0,0
28.94,280.04,2660.2,8,4,3,1,0,0
47.46,227.42,2011.99,20,5,2,0,0,0
143.3,1963.09,2946.12,5,6,2,0,0,0
13.77,409.08,189.1,7,6,3,0,0,0
6.48,844.89,2709.0,10,4,1,0,1,0
11.0,914.21,2442.2,7,6,3,1,0,1
108.99,1311.02,942.72,11,1,3,1,0,0
51.9,204.65,2920.58,9,3,2,0,1,0
16.84,478.09,863.81,22,2,2,1,1,0
84.63,1948.3,2667.91,3,1,2,0,1,0
98.8,1916.54,2642.25,15,1,2,1,1,0
93.71,1658.48,2272.97,19,4,1,0,0,0
125.62,174.23,1690.41,5,2,1,0,1,0
14.53,675.27,360.01,8,4,3,0,1,0
70.33,1329.97,1595.92,22,3,7,0,1,0
30.86,588.49,1070.39,4,6,6,1,0,1
92.26,1912.34,2376.65,20,4,1,0,0,0
65.19,1336.63,2274.39,23,0,0,0,0,0
74.91,228.0,2731.84,5,4,2,1,1,0
53.38,1872.3,44.49,16,6,4,1,0,0
9.77,1925.73,2427.31,16,0,0,0,0,0
39.38,204.03,2815.39,23,1,4,1,0,1
208.9,1278.3,2367.9,21,3,0,1,1,1
138.54,752.23,390.58,12,6,2,0,0,0
2.21,793.96,243.84,16,5,1,0,0,0
9.01,376.52,62.54,13,0,3,0,1,0
7.06,1167.42,1886.24,1,3,1,1,0,1
64.73,1981.11,1889.02,18,4,2,1,1,1
85.13,1096.24,2960.74,2,5,1,1,0,1
12.01,187.01,1194.13,1,4,1,0,1,1
35.25,1279.05,995.72,1,6,2,0,0,0
91.85,778.89,1873.27,21,1,3,1,1,0
65.99,1779.28,2476.83,6,6,5,0,1,0
39.07,914.08,2810.32,3,6,1,1,1,1
44.62,438.37,2409.37,16,6,3,1,1,1
35.5,425.8,1280.02,5,4,2,0,0,0
17.66,1557.5,1904.74,6,0,3,0,1,0
41.62,580.14,2568.9,19,1,1,1,1,0
58.38,1595.17,1471.83,5,3,5,0,0,0
103.31,523.03,650.06,8,1,3,0,1,0
50.57,700.73,509.17,19,3,3,0,1,0
71.59,1007.91,0.47,3,2,0,0,1,0
8.72,1895.68,2154.71,4,0,3,0,0,0
30.95,1895.1,333.29,18,0,1,0,0,0
0.47,422.15,731.52,9,3,3,1,0,0
14.16,737.02,893.63,17,4,2,0,0,1
64.82,372.12,1681.14,14,5,4,1,1,0
240.24,1265.11,1193.87,0,4,4,1,1,0
5.22,931.78,2024.02,4,2,3,1,0,0
25.67,1828.18,166.92,4,3,4,0,1,0
80.49,1941.2,371.82,7,2,0,1,0,0
11.41,784.71,1497.63,21,3,1,0,1,0
40.49,1029.05,1010.89,21,2,3,1,0,0
66.04,1859.55,887.44,21,3,2,1,0,0
47.85,1663.2,201.08,19,0,3,1,0,1
10.41,27.69,2687.16,14,2,4,0,0,0
21.96,668.88,2075.46,16,2,3,1,1,0
76.58,925.91,364.85,18,3,6,1,0,0
40.4,507.54,195.14,12,1,0,0,0,0
0.26,407.41,2924.62,21,1,0,1,1,1
71.56,156.75,2043.52,20,0,3,1,0,1
1.8,1292.11,1252.37,9,4,2,1,0,0
68.47,600.87,2105.19,16,4,3,1,1,0
11.31,125.48,2269.0,4,0,3,1,1,1
158.59,628.24,2339.89,17,4,1,1,0,0
22.94,1628.75,1433.63,16,5,1,0,1,0
19.8,1724.26,1289.65,3,5,1,1,0,0
8.06,979.36,33.08,21,5,4,0,0,0
18.24,856.22,2779.67,6,6,1,0,1,0
104.64,2060.57,1809.92,4,6,7,0,0,0
280.44,689.56,609.46,7,5,4,0,1,0
22.97,461.53,2758.81,7,3,1,1,1,1
29.77,620.59,2744.8,10,1,2,1,1,1
64.02,417.81,2967.55,8,0,1,0,0,0
108.66,873.6,2622.17,18,3,1,0,0,0
44.95,1867.51,2993.35,18,5,6,1,1,0
24.84,1259.38,734.06,8,0,1,1,1,1
26.6,856.37,2526.75,22,1,1,1,1,0
59.47,1928.95,2469.08,19,4,0,0,1,0
0.16,106.6,692.82,16,3,4,0,0,0
48.33,476.78,295.31,15,1,2,0,0,0
21.96,1158.08,2938.26,6,0,0,1,1,1
79.04,1313.99,888.07,21,2,2,0,0,0
4.88,93.6,2612.68,2,3,6,0,1,1
44.36,856.41,12.38,20,6,3,1,1,0
32.79,1334.61,63.07,18,0,1,1,0,0
51.41,1450.57,1397.61,7,0,1,1,1,0
3.35,1283.25,716.14,4,6,1,1,1,1
43.37,691.29,2069.52,5,1,1,1,0,0
41.22,237.33,1696.69,1,0,3,0,1,0
41.12,901.07,232.46,23,3,4,0,1,1
46.25,312.47,487.88,18,5,0,1,0,0
56.42,1952.19,1164.15,12,6,2,0,0,0
81.73,1037.32,556.81,5,3,3,1,0,1
15.72,657.07,2376.67,5,6,0,0,0,0
87.16,1622.11,1248.21,1,0,4,1,0,1
34.48,1035.4,280.3,23,1,0,1,1,1
4.01,630.98,1453.03,4,3,4,0,1,1
3.02,1628.84,272.51,10,2,2,1,0,0
20.34,1755.97,386.81,10,5,5,1,0,0
76.83,1426.12,718.83,23,6,1,1,0,1
61.5,164.96,2578.58,13,4,1,0,0,0
77.7,1214.68,2773.84,12,1,3,0,0,0
36.41,1565.37,2478.77,7,1,3,1,1,1
29.01,310.65,1002.23,14,4,0,0,0,0
7.98,473.03,817.34,11,4,1,0,0,0
19.89,1786.06,1647.47,2,3,2,1,1,0
28.46,78.5,2165.56,20,0,2,0,0,0
4.64,1512.57,2980.12,22,0,3,1,1,1
12.46,965.27,394.71,4,2,0,1,0,0
45.59,944.67,147.88,5,5,1,1,1,1
66.53,90.65,2083.07,1,6,1,1,0,0
320.27,1960.87,2496.68,7,0,1,0,0,0
135.24,861.29,2539.05,4,2,2,1,1,0
51.44,1137.56,2035.39,21,2,2,0,1,1
27.34,1385.17,2862.05,16,1,0,0,0,0
50.55,1458.78,1533.01,1,1,3,0,1,0
77.01,1989.41,2741.44,10,5,2,1,0,0
6.3,1073.67,2903.44,3,3,1,1,1,0
26.37,831.81,2541.47,10,4,2,1,1,0
91.57,1999.44,929.28,8,4,1,1,0,0
24.21,1312.01,588.65,5,5,2,1,0,1
42.42,645.74,1644.36,23,2,0,1,1,0
44.31,305.97,1359.04,1,5,1,1,0,1
10.2,1696.88,2633.28,14,4,2,0,1,0
22.49,753.23,300.1,4,2,0,0,0,0
20.36,1344.69,773.22,11,4,2,1,0,1
1.33,948.25,2255.4,12,3,1,1,1,1
1.22,407.09,284.96,16,1,3,0,0,0
89.1,1296.46,962.29,3,1,1,1,1,1
15.95,146.71,1161.47,9,2,2,0,1,0
36.5,869.05,1867.78,0,5,2,0,0,0
17.74,1115.5,474.4,10,4,0,1,0,1
141.24,1018.97,2581.81,15,0,2,1,1,1
15.01,1514.87,1342.63,10,3,3,0,1,1
28.08,1685.65,2751.07,8,4,2,0,1,1
103.07,1647.84,1403.61,1,6,2,1,1,0
92.24,179.48,825.12,6,0,5,0,1,0
10.3,406.62,425.49,18,3,1,1,0,0
81.14,1158.99,11.24,17,3,3,1,1,0
30.64,1900.94,1596.47,19,1,2,1,1,1
32.98,1704.54,321.47,6,2,2,1,1,0
7.16,1693.8,1175.18,22,4,4,0,1,0
4.2,617.58,1767.82,8,3,4,1,1,0
65.09,929.69,827.06,11,4,2,1,1,1
34.3,981.0,525.67,2,3,3,0,1,0
28.71,351.88,2324.16,22,5,3,0,1,1
65.38,137.21,2840.37,21,1,3,0,1,0
72.52,1966.86,301.32,15,2,2,1,1,1
8.65,497.67,466.77,6,0,0,0,0,0
47.11,534.61,2880.04,22,0,1,0,0,0
7.27,183.19,113.35,4,5,1,1,0,0
69.59,1927.32,2932.9,22,6,0,0,1,0
53.49,1217.17,13.93,6,1,6,0,1,1
156.88,1494.28,2621.01,18,3,2,0,1,0
3.57,1827.61,921.98,16,1,6,0,1,1
2.94,700.72,2815.77,15,2,0,1,1,1
16.58,1263.38,950.84,20,0,0,1,0,0
15.17,102.38,1962.92,23,4,0,1,1,0
14.18,395.86,240.1,20,0,1,0,1,1
118.36,1782.54,726.99,18,6,0,0,1,0
14.35,1550.22,2321.04,17,6,1,0,1,0
15.87,723.65,1586.06,18,6,1,1,1,0
71.23,831.08,2783.91,3,6,1,0,1,0
29.87,1101.64,1286.25,0,2,3,1,0,0
74.96,85.44,2609.44,3,3,3,1,1,0
3.38,493.46,1346.87,3,1,1,0,0,0
33.43,457.81,2937.74,8,0,3,0,1,0
1.71,510.17,2879.5,7,6,3,0,1,0
3.24,1616.99,987.41,1,0,1,1,1,0
118.46,685.01,2657.77,22,6,2,0,0,0
7.5,398.63,2542.83,5,4,5,0,1,0
38.01,1051.49,632.04,22,1,1,0,0,0
26.47,1759.1,1872.87,10,4,1,0,1,0
21.34,511.63,218.05,3,4,6,0,1,0
115.05,281.34,2510.13,13,6,4,1,1,0
1.1,720.35,523.64,20,3,1,0,1,0
54.5,1552.33,212.44,21,0,4,1,0,0
165.38,1271.25,1200.66,8,5,1,1,1,1
41.07,1676.49,1730.77,1,1,2,0,0,0
138.09,2057.68,2564.75,0,3,4,1,0,0
2.68,1590.08,2922.73,3,5,4,1,1,0
27.13,1238.7,1318.48,11,3,0,0,0,0
15.07,1006.82,181.34,4,6,4,1,0,0
65.62,155.36,2247.35,8,6,7,1,1,1
198.95,2167.75,1695.52,21,3,0,1,0,1
14.82,787.95,1343.67,3,2,1,1,0,1
53.09,366.02,927.81,15,2,0,0,1,0
11.04,1347.79,1507.2,1,3,5,1,1,1
41.66,617.39,1016.04,15,2,1,0,0,0
31.17,1206.87,2271.04,15,1,1,1,0,0
178.79,1356.46,1631.68,20,0,1,1,0,1
46.89,943.89,2630.54,23,5,6,0,0,0
21.5,1695.38,1630.63,23,6,3,1,0,0
6.06,543.34,714.79,21,1,0,1,1,1
8.2,910.98,2553.28,10,0,1,0,0,0
12.77,1092.78,1671.66,0,2,5,0,0,0
14.45,1345.06,620.52,14,5,5,0,1,0
95.06,1665.16,1870.52,23,1,3,0,1,0
41.19,836.86,1073.15,3,4,2,0,0,0
37.05,1332.68,2533.22,17,6,2,0,1,1
6.1,315.82,1359.9,16,3,0,0,0,0
98.36,1964.33,2179.32,6,6,4,0,1,1
64.15,836.44,286.61,17,0,0,1,1,1
3.5,1465.25,1188.07,12,0,0,0,1,0
61.52,112.0,2949.72,19,4,4,1,1,1
39.21,457.53,2425.38,19,4,2,1,1,1
4.26,983.55,479.82,9,3,6,1,0,1
30.65,1788.37,833.29,0,2,1,0,0,0
33.15,1092.39,989.45,1,6,2,0,1,1
9.06,1869.5,1951.1,16,1,2,1,1,1
145.66,1118.42,2270.98,21,1,5,0,1,0
94.85,1080.84,2248.58,2,1,2,0,1,1
55.29,303.59,1529.62,16,2,5,0,0,1
31.02,1638.31,2432.46,11,6,1,0,1,0
26.53,527.99,1311.23,23,6,2,1,1,1
52.63,1852.86,371.64,11,3,1,0,0,0
39.42,1861.96,1693.33,19,1,1,1,1,1
3.21,1890.4,2856.9,9,0,2,0,0,0
35.92,1081.18,2378.98,6,0,1,1,1,0
82.1,1439.52,1736.1,9,0,0,1,1,1
30.74,1589.99,1940.42,17,4,3,0,0,0
2.67,273.39,2791.69,21,4,3,0,1,0
77.15,1283.05,1285.03,5,2,1,1,0,1
11.24,89.49,994.18,6,1,1,1,0,0
14.96,1015.12,2931.72,16,4,4,0,0,0
9.0,327.14,2590.33,11,0,1,0,0,0
20.04,394.06,969.13,16,4,4,0,1,0
70.68,807.12,1391.34,17,6,2,0,1,0
36.63,907.18,1245.23,13,0,1,1,0,0
11.46,1261.57,447.29,10,1,2,0,0,0
105.12,263.23,2873.46,1,6,5,0,0,0
105.84,1118.19,1212.94,20,2,1,0,0,0
102.23,475.65,2625.99,0,3,1,1,0,1
13.64,1165.85,568.07,10,3,2,0,1,1
30.0,1308.44,1643.61,1,6,4,1,1,1
209.95,1327.8,71.88,15,0,0,0,0,0
73.92,1553.13,2292.66,21,4,2,1,1,1
1.38,679.24,1742.74,2,4,4,1,1,0
3.37,1535.93,1876.77,19,0,2,0,0,0
31.17,902.38,155.16,0,1,2,1,1,0
119.97,1093.5,633.11,20,6,3,1,0,0
38.69,1338.41,222.99,19,0,3,0,0,0
34.44,80.97,866.74,7,1,0,1,1,1
5.57,1317.02,1882.32,18,2,2,0,1,0
53.47,1294.45,1698.56,0,2,1,0,0,0
86.33,712.93,1836.45,4,6,2,0,1,1
23.94,204.67,1647.75,0,0,0,1,0,0
74.72,265.68,819.09,10,2,5,1,0,0
166.88,2014.1,733.52,20,4,0,1,0,1
11.39,1393.06,411.18,8,1,2,1,0,0
37.05,299.98,2547.21,4,3,3,0,0,0
16.92,736.8,1849.44,1,3,5,1,0,0
78.72,1267.76,559.53,12,2,3,0,0,0
43.09,1715.88,531.63,17,1,2,1,1,1
50.34,147.23,2619.11,11,4,2,1,1,0
79.95,560.85,2228.19,13,3,2,1,0,0
25.21,1805.81,1978.2,4,4,0,0,1,0
123.31,151.55,1220.59,23,4,7,0,1,1
38.07,448.85,785.93,9,3,1,0,0,0
8.6,1927.06,2938.35,19,3,2,0,0,0
59.52,1290.19,2391.72,1,2,3,1,1,1
78.81,609.54,905.34,3,6,1,1,0,1
19.05,162.36,2542.69,11,1,3,1,1,0
97.31,163.41,2276.8,10,0,0,1,0,0
118.3,615.34,891.24,3,1,2,0,0,0
16.21,1780.37,1279.66,10,0,2,0,0,0
205.28,1042.95,557.86,8,3,3,0,0,0
7.58,1451.04,333.16,9,4,1,1,1,1
11.28,1848.67,2168.29,5,1,2,1,0,0
10.18,832.18,802.54,14,4,2,1,0,1
112.21,502.85,2460.18,9,1,0,1,0,0
53.11,1092.17,2986.83,21,6,0,1,1,0
8.25,1825.34,229.86,20,5,1,1,1,0
29.02,1639.73,1419.11,5,1,4,1,0,1
47.76,188.76,2406.19,0,4,3,0,0,0
4.36,1392.58,2366.85,20,5,3,0,0,0
107.03,1255.11,2279.99,21,2,0,1,0,0
81.38,1897.23,1046.98,23,6,1,1,1,0
35.18,288.92,1361.56,19,3,2,1,1,0
170.75,1243.48,1784.91,20,2,3,1,0,0
27.04,1787.17,2921.82,3,2,2,0,0,0
207.1,1033.05,982.64,22,1,1,0,1,0
55.12,1024.29,2769.43,21,3,2,1,0,1
50.35,200.57,808.07,13,6,3,0,0,0
9.07,572.58,2967.22,19,5,0,0,1,0
106.82,762.59,2010.79,21,1,1,1,0,0
27.89,1918.68,1390.53,19,0,3,0,1,0
8.85,581.36,1840.17,7,1,1,1,0,1
0.63,927.76,817.59,10,5,1,1,0,0
41.02,1386.92,822.52,14,4,2,1,1,0
37.48,370.22,340.66,18,6,2,1,1,1
63.53,1041.55,342.15,7,6,3,0,1,0
110.48,1590.17,1043.02,12,1,7,1,1,1
4.14,1739.18,2288.57,17,0,1,1,1,1
65.74,1322.0,1823.91,21,1,5,0,1,0
10.38,1351.8,307.75,23,5,2,1,0,0
97.66,358.96,2556.71,16,6,2,0,0,0
85.48,1977.58,1804.1,5,0,1,0,1,0
38.91,312.73,2882.57,14,3,3,1,0,1
61.94,1613.54,2010.56,12,5,0,1,0,0
18.87,555.85,525.52,17,6,4,0,1,1
31.85,1899.7,1421.35,10,1,4,0,0,0
86.2,1528.92,1945.49,12,6,2,1,1,0
30.74,1540.83,84.79,0,0,1,1,1,0
22.14,468.07,44.73,17,5,0,1,1,0
34.08,925.73,388.21,4,3,1,1,1,1
88.09,1327.54,754.99,5,4,0,1,1,0
20.41,1562.66,1288.65,0,2,1,1,1,1
9.54,226.42,1462.32,6,0,2,1,1,0
62.24,1987.35,414.08,3,4,6,1,1,1
87.43,1868.97,2020.17,8,3,3,0,0,0
5.3,553.29,1788.41,14,4,1,0,1,0
13.71,1661.0,883.39,5,1,6,0,0,1
7.66,1049.12,40.98,16,2,2,0,1,0
21.38,950.37,232.94,19,0,2,1,0,0
29.92,665.64,1175.08,17,5,1,1,1,1
69.08,1235.21,461.92,21,6,1,1,1,1
52.66,1515.14,1130.46,3,3,1,0,0,0
48.5,876.26,1884.55,8,2,5,0,0,0
21.72,1283.87,1641.71,13,3,0,1,1,1
92.08,1493.71,693.53,2,6,1,0,1,0
31.87,1457.0,1031.47,0,4,3,1,0,0
193.41,306.82,1842.09,10,3,2,1,1,1
50.28,1771.18,2582.57,0,3,3,0,0,0
6.75,928.67,2259.64,11,4,4,0,1,0
56.38,588.59,1660.2,8,4,1,1,1,0
19.66,510.77,1086.88,4,6,1,0,0,0
57.97,1029.17,1095.15,14,2,1,1,1,0
3.61,1778.4,2638.25,17,0,7,1,1,0
9.61,772.52,117.73,8,4,0,1,1,1
96.81,1598.76,2963.95,12,2,1,1,0,1
12.89,215.56,1993.13,12,6,0,0,1,0
90.71,1048.06,2043.41,23,3,3,1,0,1
16.37,1999.83,113.99,12,3,1,0,0,0
51.48,1594.65,1816.59,9,5,0,1,0,0
59.23,488.18,1454.33,9,1,3,0,0,1
35.94,1043.81,317.34,21,4,5,1,1,1
18.21,493.12,833.77,6,6,1,1,0,0
11.95,836.98,2670.94,21,2,3,0,0,0
1.69,1564.06,1649.97,4,5,4,1,1,0
18.12,1562.86,1240.25,19,2,0,1,1,1
52.94,516.86,218.05,6,0,1,1,0,1
139.28,1984.5,2142.36,19,5,1,1,0,1
102.48,1291.69,2108.55,9,6,1,0,1,0
72.64,838.69,1842.13,9,2,1,0,1,0
77.66,1086.51,1530.79,20,4,0,1,1,0
54.68,1268.77,1301.35,23,2,4,1,0,1
15.07,1139.25,1779.81,12,1,5,1,0,0
118.86,1096.81,700.19,14,3,1,0,0,0
55.54,1070.36,2823.78,5,3,1,1,1,0
41.1,402.16,1766.38,19,5,3,0,0,0
5.88,1633.22,933.58,11,2,6,0,0,0
29.62,1117.72,1349.04,18,2,0,0,1,1
30.84,301.69,2417.05,10,2,2,0,0,0
99.96,1634.61,484.85,5,2,0,1,1,0
39.55,1905.11,878.51,0,1,1,1,1,0
23.93,1919.07,2038.52,1,4,0,0,1,0
188.18,932.53,946.47,22,1,1,0,1,0
5.87,285.55,2377.51,14,6,0,1,0,0
27.46,1069.08,391.36,3,6,3,1,0,1
2.15,236.24,2288.06,4,1,2,1,1,1
67.34,1935.97,205.06,14,1,0,1,0,0
125.1,500.42,37.78,10,3,5,0,0,0
16.43,529.43,2694.67,9,6,3,1,1,1
97.72,916.93,1744.02,16,1,2,0,0,0
17.28,789.78,1055.48,1,2,3,1,1,1
